making_year,register_id,title,type,subtype,anzsic_code,anzsic_name,bc_requirements,regdata_requirements
2020,F2020L00563,Notice of Requirement for Parents with a Child Support Assessment to Lodge a Return for the Income Year Ended 30 June 2020,Secondary,Other Instrument,M,"Professional, Scientific and Technical Services",4,4
2017,F2017L01236,"Migration Agents (IMMI 17/047: CPD Activities, Approval of CPD Providers and CPD Provider Standards) Instrument 2017",Secondary,Standard,O,Public Administration and Safety,43,44
2007,F2007L00959,Tariff Concession Order 0700321,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2009,F2009L03169,Tariff Concession Order 0904506,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2022,F2022L00013,Statement of Principles concerning hypothyroidism (Reasonable Hypothesis) (No. 3 of 2022),Secondary,Statement of Principles (RMA),Q,Health Care and Social Assistance,4,4
2007,F2007L03139,Tariff Concession Revocation Order HS2007/280A - Tariff Concession Order 0614223,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B03001,AD/B747/100 Amdt 1 - Brake Wear Limit,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",2,2
2011,F2011L00837,Tariff Concession Order 1045784,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2010,F2010L01179,Tariff Concession Order 0940621,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2009,F2009L03464,AD/AT 800/12 - Rudder-Aileron Interconnect Cable Shield,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2016,F2016L00573,"Safety, Rehabilitation and Compensation (Principal Officer of the ACT) Declaration 2016",Secondary,Declaration,O,Public Administration and Safety,0,0
2012,F2012L00587,AD/A320/174 Amdt 2 - Air Data/Inertial Reference Unit,Secondary,Aviation - Airworthiness Directive,C,Manufacturing,1,1
2006,F2006B04833,AD/CA25/2 Amdt 1 - Wing Strut Carry Through Structure,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2006,F2006B04266,AD/BEECH 90/82 - Ailerons,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2004,C2004A05251,Financial Framework (Supplementary Powers) Act 1997,Primary,Act,K,Financial and Insurance Services,6,7
2009,F2009L01705,Tariff Concession Revocation Order 14/2009 - Tariff Concession Order 0827461,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2024,F2024L01408,Civil Aviation Order 95.54 (Part 131 Recreational Activity and Specialised Balloon Operations) Instrument 2024,Secondary,Aviation - Civil Aviation,I,"Transport, Postal and Warehousing",24,26
2006,F2006B07929,Airworthiness Directives 2004 - Revocation and Remaking - Morava L200 Series Aeroplanes,Secondary,Aviation - Airworthiness,I,"Transport, Postal and Warehousing",0,0
2006,F2006B11365,AD/MU-2/35 - Horizontal Stabiliser Leading Edge Skin - Inspection and Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2014,F2014L00363,Competition and Consumer (Corded Internal Window Coverings) Safety Standard 2014,Secondary,Standard,G,Retail Trade,4,4
2004,C2004A01387,Surveillance Devices Act 2004,Primary,Act,O,Public Administration and Safety,266,307
2022,F2022L01127,Statement of Principles concerning malignant neoplasm of the anus and anal canal (Balance of Probabilities) (No. 83 of 2022),Secondary,Statement of Principles (RMA),O,Public Administration and Safety,4,4
2006,F2006L03443,Tariff Concession Order 0611942,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2019,F2019L00794,Biosecurity (First Point of Entry—Port of Port Alma) Determination 2019,Secondary,Biosecurity,I,"Transport, Postal and Warehousing",5,7
2006,F2006B02812,AD/B737/108 - Rudder Standby Power Control Unit - Bearing Replacement,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",2,2
2006,F2006B01838,AD/A109/7 - Superflexit Fuel Tanks,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B09173,AD/DHC-8/18 - Elevator Control Quadrant Lever,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B02604,AD/B-2/31 - Main Rotor Mast - Inspection,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",0,0
2019,F2019L01404,"Migration (LIN 19/216: Exemptions from Skill, Age and English Language Requirements for Subclass 186, 187 and 494 Visas) Instrument 2019",Secondary,Exemption,U,Unclassified,3,3
2007,F2007L01991,Tariff Concession Order 0704422,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2024,F2024L01664,Australian Education (Commonwealth Share for Government Schools) Regulations 2024,Secondary,Regulation,O,Public Administration and Safety,0,1
2006,F2006B04461,AD/BELL 206/146 - Engine RPM Sensor - Limitations,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",2,2
2025,F2025L00505,Statement of Principles concerning Discoid Lupus Erythematosus (Balance of Probabilities) (No. 50 of 2025),Secondary,Statement of Principles (RMA),O,Public Administration and Safety,4,4
2006,F2006L03435,Tariff Concession Order 0606996,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2019,F2019L00887,Migration (LIN 19/185: Arrangements for Family (Temporary) (Class GH) Visa) Instrument 2019,Secondary,Instrument,O,Public Administration and Safety,4,4
2006,F2006B10017,AD/G1159/16 - Restricted Authority Electric Trim - Modification,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",0,0
2007,F2007L00788,Tariff Concession Order 0619969,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2017,F2017L00556,AD/A320/65 Amdt 3 - Fuselage Reinforcement Section 18,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2015,F2015L01572,"AASB 116 - Property, Plant and Equipment - August 2015",Secondary,Other Instrument,C,Manufacturing,86,91
2007,F2007L02954,Tariff Concession Revocation Order HS2007/722A - Tariff Concession Order 0614787,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2004,C2004A01224,Legislation Act 2003,Primary,Act,O,Public Administration and Safety,113,121
2006,F2006B04608,AD/BELL 222/17 - Drive Train Overheat Temperature Indicators,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,0,0
2010,F2010L01219,Tariff Concession Order 0939596,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B11321,AD/MSR/22 - Rear Fuselage Structure - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B03169,AD/B747/273 - Thrust Reverser Flow Restrictor,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B04170,AD/BEECH 76/12 Amdt 1 - Wing Structural Inspections and Fatigue Life Limitation,Secondary,Aviation - Airworthiness Directive,N,Administrative and Support Services,0,0
2018,F2018L01413,ASIC Corporations (Professional Standards—Transitional) Instrument 2018/894,Secondary,Standard,K,Financial and Insurance Services,8,13
2006,F2006B07233,AD/SWSA226/90 Amdt 3 - Auto Ignition Systems,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,4,4
2006,F2006B02027,AD/AA-1/16 - Structural and Control Surface Bondlines - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2018,F2018L01841,Statement of Principles concerning human immunodeficiency virus infection (Reasonable Hypothesis) (No. 5 of 2019),Secondary,Statement of Principles (RMA),Q,Health Care and Social Assistance,4,4
2006,F2006B08784,AD/DAUPHIN/8 - Horizontal Stabiliser Spar Tube - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2008,F2008L03549,Tariff Concession Order 0808251,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B11021,AD/JT9D/28 - LPT Vane Hardware,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2004,C2004A03758,International Bank for Reconstruction and Development (General Capital Increase) Act 1989,Primary,Act,K,Financial and Insurance Services,3,4
2006,F2006L03030,Tariff Concession Order 0610331,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2009,F2009L00509,AD/ATR 42/25 - Wire Bundles in the Rear Baggage Zone,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2007,F2007L04129,Tariff Concession Order 0712041,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2011,F2011L00577,Currency (Perth Mint) Determination 2011 (No. 1),Secondary,Determination,K,Financial and Insurance Services,0,0
2013,F2013L01247,Superannuation (prudential standard) determination No. 2 of 2013 - Prudential Standard SPS 160 - Defined Benefit Matters,Secondary,Determination,K,Financial and Insurance Services,69,71
2005,F2005L00367,Tariff Concession Order 0412873,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B07006,AD/SF340/76 - Aft Attachment Lug of Flap Fittings at WS 123.38,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2022,F2022L01212,Defence Determination (National day of mourning – Public holiday) Determination 2022,Secondary,Determination,O,Public Administration and Safety,2,2
2009,F2009B00133,"Safety, Rehabilitation and Compensation Act 1988 - Notice of Declaration (Notice No. ACT1 of 1994)",Secondary,Notice,O,Public Administration and Safety,0,0
2010,F2010L02980,Tariff Concession Order 1030674,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2005,F2005L00353,Family Law (Superannuation) (Retirement Age - S.A. Metropolitan Fire Service Superannuation Fund) Approval 2005,Secondary,Superannuation Family Law,K,Financial and Insurance Services,0,0
2009,F2009L03900,Tariff Concession Order 0910068,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2022,F2022L01576,Banking (prudential standard) determination No. 14 of 2022,Secondary,Determination,K,Financial and Insurance Services,214,222
2010,F2010L01228,Tariff Concession Order 0943592,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L02136,AD/ATR 42/4 - Passenger/Crew Door Lifting Device,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2007,F2007L04421,Tariff Concession Order 0711604,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2010,F2010L01410,Tariff Concession Order 0944791,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2009,F2009L04451,Tariff Concession Order 0914120,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2005,F2005L03448,Tariff Concession Order 0511114,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2010,F2010L00921,Tariff Concession Order 0934936,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B02558,AD/AT/9 Amdt 2 - Control Column Yoke Bolt,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2005,F2005L02381,AD/FSM/29 Amdt 4 - Precision Airmotive Corporation Carburettors,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",0,0
2007,F2007L03987,AD/B737/308 - Elevator Tab Control Rod Assembly,Secondary,Aviation - Airworthiness Directive,N,Administrative and Support Services,1,1
2006,F2006B06747,AD/S-76/71 - Rotor Brake Disc,Secondary,Aviation - Airworthiness Directive,U,Unclassified,3,3
2007,F2007L01639,Tariff Concession Order 0703448,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2019,F2019L00180,Health Insurance (Professional Services Review Scheme) Regulations 2019,Secondary,Regulation,Q,Health Care and Social Assistance,5,6
2006,F2006B02911,AD/B737/214 - Fuselage Skin Lap Joint - Fatigue Cracking,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2018,F2018L01836,Statement of Principles concerning chondromalacia patella (Balance of Probabilities) (No. 2 of 2019),Secondary,Statement of Principles (RMA),Q,Health Care and Social Assistance,4,4
2008,F2008L01008,Tariff Concession Order 0720910,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2009,F2009L02538,Currency (Royal Australian Mint) Determination 2009 (No. 3),Secondary,Determination,K,Financial and Insurance Services,0,0
2007,F2007L04580,Superannuation Industry (Supervision) modification declaration No. 4 of 2007,Secondary,Declaration,K,Financial and Insurance Services,3,3
2012,F2012L00181,Autonomous Sanctions (Sanction Law) Declaration 2012,Secondary,Declaration,O,Public Administration and Safety,0,1
2010,F2010L00888,AD/B717/4 Amdt 3 - Rudder Trim Control,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2008,F2008L02746,Tariff Concession Order 0806260,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2004,C2004A00557,New Business Tax System (Former Subsidiary Tax Imposition) Act 1999,Primary,Act,X,Cross-cutting (Multiple Industries),0,0
2010,F2010L02493,AD/PW4000/18 - State of Design Airworthiness Directives,Secondary,Aviation - Airworthiness Directive,M,"Professional, Scientific and Technical Services",1,1
2025,F2025L00942,Remuneration Tribunal (Official Travel) Determination 2025,Secondary,Determination,K,Financial and Insurance Services,7,8
2007,F2007L04164,Tariff Concession Order 0712794,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006L01538,Tariff Concession Order 0604323,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2018,F2018L00763,Customs (Prohibited Imports) (Importation of Hemp Seeds and Hemp Derived Products) Approval 2018,Secondary,Approval,O,Public Administration and Safety,0,4
2006,F2006B08938,AD/DH114/28 - Flap Datum Hinge Safety Washer - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B11025,AD/JT9D/31 Amdt 1 - 14th and 15th Stage HPC Disks,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006L02365,Tariff Concession Order 0606995,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2025,F2025L00058,Radiocommunications (Transmitter Licence Tax) Determination 2025,Secondary,Determination,J,Information Media and Telecommunications,4,5
2006,F2006L03791,Tariff Concession Order 0616110,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2011,F2011L02237,Tariff Concession Order 1111259,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2024,F2024L00401,Legislation (Deferral of Sunsetting—Environment Protection and Biodiversity Conservation Regulations) Certificate 2024,Secondary,Regulation,R,Arts and Recreation Services,0,0
2006,F2006B01998,AD/A330/19 - Thrust Reverser - Directional Pilot Valve Pressure Test/Replacement,Secondary,Aviation - Airworthiness Directive,N,Administrative and Support Services,0,0
2006,F2006B11123,AD/LEARJET 35/8 - Refrigeration System Condenser Fan - Inspection and Replacement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B02045,AD/AA-5/13 - Upper Cowl Centre Hinge - Inspection and Replacement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2022,F2022L00168,Export Finance and Insurance Corporation Section 67(1) Determination 2022,Secondary,Determination,F,Wholesale Trade,1,1
2005,F2005L03142,AD/JT8D/41 - Compressor Hubs and Disks,Secondary,Aviation - Airworthiness Directive,N,Administrative and Support Services,0,0
2024,F2024L00699,Native Title (Recognition as Representative Body – Central Land Council) Instrument 2024,Secondary,Native Title,L,"Rental, Hiring and Real Estate Services",0,0
2005,F2005L02049,AD/S-PUMA/61 - Engine Fire Extinguishers,Secondary,Aviation - Airworthiness Directive,U,Unclassified,0,0
2006,F2006B04202,AD/BEECH 90/100 - Nacelle and Spar Assembly Rivets,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,0,0
2006,F2006B02680,AD/B727/158 - Main Cargo Deck Floor Beams,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2004,C2004A03847,Income Tax (Fund Contributions) Act 1989,Primary,Act,K,Financial and Insurance Services,1,1
2006,F2006B02738,AD/B727/38 - Main Landing Gear Actuator Link Assembly - Replacement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
